L01 EMG I - 肌電圖
檔案名:  G3-EMGR2-L01
星期五, 三月 23, 2018
08:34:35 下午
秒	EMG	EMG 積分
11.54	-0.00366211	0.00455322
11.542	-0.00488281	0.00454102
11.544	-0.00671387	0.00457153
11.546	-0.00549316	0.00457153
11.548	-0.00671387	0.00463257
11.55	-0.00671387	0.0046936
11.552	-0.00854492	0.00474854
11.554	-0.00671387	0.00479126
11.556	0.00915527	0.00484619
11.558	-0.00854492	0.00484009
11.56	-0.0152588	0.00493774
11.562	0	0.00488281
11.564	0.00366211	0.00484619
11.566	0.00366211	0.00482788
11.568	-0.00793457	0.00488892
11.57	-0.00610352	0.00491943
11.572	0.0012207	0.00490112
11.574	0	0.0048645
11.576	-0.000610352	0.00483398
11.578	0	0.00479126
11.58	0.000610352	0.00479736
11.582	0.0012207	0.00479736
11.584	0.0012207	0.00479126
11.586	0.000610352	0.00475464
11.588	0.000610352	0.00472412
11.59	0.0012207	0.00469971
11.592	0.000610352	0.0046936
11.594	0	0.00466919
11.596	-0.00183105	0.0046814
11.598	-0.0012207	0.00466919
11.6	0	0.00463257
11.602	-0.000610352	0.00459595
11.604	0	0.00454102
11.606	-0.010376	0.00463867
11.608	0.00610352	0.00466919
11.61	0.00244141	0.00467529
11.612	0.000610352	0.00465088
11.614	0.00671387	0.00471802
11.616	-0.0140381	0.00483398
11.618	-0.000610352	0.00479126
11.62	0.00671387	0.00479126
11.622	0	0.00473022
11.624	-0.00366211	0.00469971
11.626	-0.00549316	0.00475464
11.628	-0.00671387	0.00477905
11.63	0.0012207	0.00463867
11.632	-0.0012207	0.00460815
11.634	-0.00244141	0.00460815
11.636	-0.000610352	0.00457153
11.638	-0.00305176	0.00453491
11.64	-0.00366211	0.00447388
11.642	-0.0012207	0.00440063
11.644	-0.00854492	0.00444336
11.646	-0.00427246	0.00444336
11.648	-0.0012207	0.00440063
11.65	-0.00366211	0.00439453
11.652	-0.00427246	0.00440674
11.654	-0.00305176	0.00440674
11.656	-0.0012207	0.00438843
11.658	-0.00305176	0.00438843
11.66	0.00671387	0.00441895
11.662	0.0012207	0.00438843
11.664	-0.00549316	0.00438843
11.666	-0.00183105	0.00431519
11.668	0.00244141	0.00428467
11.67	0.00427246	0.00430298
11.672	-0.00732422	0.00435181
11.674	-0.00976563	0.00431519
11.676	0.00183105	0.00429688
11.678	-0.00854492	0.00426025
11.68	-0.00305176	0.00423584
11.682	-0.00366211	0.00425415
11.684	-0.00976563	0.00424194
11.686	-0.00366211	0.00419922
11.688	0	0.00413208
11.69	0.000610352	0.00405273
11.692	-0.00427246	0.00401001
11.694	0.0012207	0.00396729
11.696	0.000610352	0.00391235
11.698	0.000610352	0.00379639
11.7	-0.0012207	0.00374146
11.702	-0.00183105	0.00373535
11.704	0	0.00366821
11.706	-0.00488281	0.00369263
11.708	-0.00244141	0.00368042
11.71	-0.00244141	0.00366821
11.712	-0.00488281	0.00370483
11.714	-0.00610352	0.00374756
11.716	0.00488281	0.00375977
11.718	-0.0109863	0.0038208
11.72	-0.00427246	0.0038147
11.722	-0.0012207	0.00375366
11.724	-0.000610352	0.00371094
11.726	-0.00732422	0.00374146
11.728	-0.00366211	0.00373535
11.73	-0.00305176	0.00372314
11.732	-0.00305176	0.00372314
11.734	-0.0012207	0.00369263
11.736	0	0.00366821
11.738	-0.00488281	0.00367432
11.74	-0.00610352	0.00369873
11.742	-0.00427246	0.00369263
11.744	-0.00305176	0.00365601
11.746	-0.00549316	0.00365601
11.748	-0.00549316	0.0036438
11.75	-0.00610352	0.0036377
11.752	-0.00488281	0.00360107
11.754	-0.00610352	0.00359497
11.756	-0.00488281	0.00355225
11.758	-0.00244141	0.00349121
11.76	-0.00488281	0.00338745
11.762	-0.00366211	0.00342407
11.764	-0.00549316	0.00344238
11.766	-0.00305176	0.00343628
11.768	0.0146484	0.00350342
11.77	0.00244141	0.0034668
11.772	-0.0177002	0.00363159
11.774	-0.00732422	0.00370483
11.776	0.00183105	0.00371704
11.778	0.00244141	0.00374146
11.78	-0.012207	0.00385742
11.782	-0.0109863	0.00395508
11.784	-0.0134277	0.00407715
11.786	-0.00610352	0.00413208
11.788	-0.00610352	0.00418701
11.79	-0.00488281	0.00422363
11.792	-0.00427246	0.00426025
11.794	-0.00488281	0.00430908
11.796	-0.00488281	0.0043396
11.798	-0.00549316	0.00438232
11.8	-0.00488281	0.00443115
11.802	-0.00488281	0.00447388
11.804	-0.00488281	0.00452271
11.806	-0.00488281	0.00446777
11.808	-0.00488281	0.00445557
11.81	-0.00427246	0.00447388
11.812	-0.00305176	0.00449829
11.814	-0.00488281	0.00447998
11.816	-0.00366211	0.00437622
11.818	-0.00244141	0.00439453
11.82	-0.00610352	0.00438843
11.822	-0.00488281	0.00443726
11.824	0.00305176	0.00443115
11.826	0.000610352	0.00438232
11.828	-0.00183105	0.0043335
11.83	0.00488281	0.00437012
11.832	0.00488281	0.00440674
11.834	0.00305176	0.00441284
11.836	-0.00305176	0.00443726
11.838	0.0012207	0.00441895
11.84	0.00427246	0.00442505
11.842	-0.00183105	0.00443115
11.844	-0.00427246	0.00438843
11.846	-0.00854492	0.00443115
11.848	0.00732422	0.00449219
11.85	-0.000610352	0.00446167
11.852	-0.00488281	0.00446777
11.854	0.00305176	0.00446777
11.856	0.00244141	0.00447998
11.858	0.00610352	0.0045105
11.86	0.00793457	0.00452271
11.862	0.00488281	0.00455933
11.864	-0.00427246	0.00454712
11.866	-0.000610352	0.00453491
11.868	-0.00610352	0.00457153
11.87	0.00488281	0.00457764
11.872	-0.0012207	0.0045166
11.874	-0.00915527	0.0045105
11.876	-0.00793457	0.00457153
11.878	-0.00366211	0.00452271
11.88	-0.000610352	0.00449829
11.882	0.0012207	0.00447388
11.884	0.000610352	0.00438232
11.886	0	0.0043457
11.888	0.00244141	0.00437012
11.89	0.00244141	0.00438843
11.892	0.000610352	0.00435181
11.894	0	0.0043396
11.896	0.00244141	0.00435791
11.898	0	0.00435181
11.9	0	0.0043396
11.902	-0.000610352	0.00432739
11.904	-0.000610352	0.0043335
11.906	-0.0012207	0.00429688
11.908	-0.00183105	0.00429077
11.91	-0.00183105	0.00428467
11.912	-0.00305176	0.00426636
11.914	-0.00183105	0.00422363
11.916	-0.00305176	0.00420532
11.918	-0.0012207	0.00410767
11.92	-0.0012207	0.00407715
11.922	-0.00183105	0.00408325
11.924	-0.0012207	0.00408936
11.926	-0.000610352	0.00402222
11.928	-0.00305176	0.00401611
11.93	0.00244141	0.00401001
11.932	-0.00244141	0.00400391
11.934	-0.00366211	0.00402832
11.936	-0.00427246	0.00407104
11.938	-0.00305176	0.00405273
11.94	-0.00305176	0.00402222
11.942	0	0.00397949
11.944	-0.00427246	0.0039917
11.946	0.00366211	0.00397339
11.948	0.0012207	0.00393066
11.95	-0.010376	0.00397339
11.952	0.000610352	0.00393066
11.954	0.00976563	0.00396729
11.956	-0.0012207	0.00393066
11.958	-0.00305176	0.00393677
11.96	0.000610352	0.00389404
11.962	-0.00183105	0.00387573
11.964	0.00366211	0.00385742
11.966	0.00244141	0.00385132
11.968	-0.00244141	0.00372925
11.97	-0.00305176	0.00373535
11.972	0.00183105	0.00357666
11.974	0.0140381	0.0036438
11.976	-0.0158691	0.00378418
11.978	-0.00671387	0.0038269
11.98	0.00732422	0.00377808
11.982	-0.00244141	0.00369263
11.984	-0.00427246	0.00360107
11.986	-0.00305176	0.00357056
11.988	-0.00427246	0.00355225
11.99	-0.00366211	0.00354004
11.992	-0.00366211	0.00353394
11.994	-0.00366211	0.00352173
11.996	0.00427246	0.00351562
11.998	-0.000610352	0.0034668
12	-0.00244141	0.00344238
12.002	-0.0012207	0.00340576
12.004	0.00244141	0.00338135
12.006	-0.00305176	0.00336304
12.008	-0.000610352	0.00332031
12.01	-0.00244141	0.003302
12.012	-0.00183105	0.00328979
12.014	-0.00244141	0.00326538
12.016	-0.00427246	0.00327148
12.018	-0.00305176	0.00327759
12.02	-0.0012207	0.00322876
12.022	-0.00305176	0.00321045
12.024	-0.00183105	0.00319824
12.026	-0.00488281	0.00324097
12.028	-0.00427246	0.00326538
12.03	-0.00183105	0.00323486
12.032	-0.00244141	0.00321045
12.034	-0.00854492	0.00326538
12.036	-0.00244141	0.00325928
12.038	-0.00183105	0.00326538
12.04	-0.00305176	0.00325317
12.042	-0.00549316	0.00328979
12.044	0.000610352	0.00325317
12.046	-0.00366211	0.00320435
12.048	-0.00305176	0.00316162
12.05	-0.0012207	0.00316772
12.052	-0.00366211	0.00315552
12.054	-0.00671387	0.00319214
12.056	-0.00488281	0.00321655
12.058	0.00732422	0.00322876
12.06	-0.00671387	0.00321655
12.062	-0.012207	0.00328979
12.064	-0.00305176	0.00327759
12.066	-0.00305176	0.003302
12.068	-0.00732422	0.00331421
12.07	-0.00793457	0.00334473
12.072	-0.0109863	0.00344238
12.074	-0.0115967	0.0034668
12.076	-0.00549316	0.00344238
12.078	-0.00427246	0.00344849
12.08	-0.0177002	0.00361938
12.082	-0.00976563	0.00370483
12.084	-0.00793457	0.00377808
12.086	-0.0115967	0.00389404
12.088	-0.00366211	0.00390625
12.09	-0.00915527	0.00397339
12.092	-0.00915527	0.00405884
12.094	-0.00488281	0.00410767
12.096	-0.00244141	0.00410767
12.098	-0.00427246	0.00415039
12.1	-0.00183105	0.0041687
12.102	-0.00488281	0.00421143
12.104	0.000610352	0.00421143
12.106	-0.00305176	0.00422974
12.108	-0.000610352	0.00421753
12.11	-0.00732422	0.00427246
12.112	-0.0012207	0.00425415
12.114	-0.00183105	0.00425415
12.116	-0.00244141	0.00424805
12.118	-0.00488281	0.00428467
12.12	-0.00549316	0.00432739
12.122	-0.00244141	0.0043335
12.124	-0.00366211	0.00435791
12.126	-0.00549316	0.00440674
12.128	-0.00488281	0.00442505
12.13	-0.00366211	0.00443726
12.132	-0.00366211	0.00444946
12.134	-0.00305176	0.00444336
12.136	-0.00366211	0.00443726
12.138	-0.00366211	0.00444336
12.14	-0.00183105	0.00443115
12.142	-0.00610352	0.00449219
12.144	-0.00854492	0.00453491
12.146	-0.00244141	0.00452271
12.148	0	0.0045105
12.15	-0.0012207	0.00441895
12.152	-0.00549316	0.00446777
12.154	-0.00244141	0.00439453
12.156	0.00183105	0.00440063
12.158	-0.00671387	0.00443726
12.16	0.00244141	0.00445557
12.162	0.00305176	0.00446777
12.164	-0.000610352	0.00443726
12.166	-0.00183105	0.00443115
12.168	0	0.00440674
12.17	0.00183105	0.00439453
12.172	-0.00305176	0.00440674
12.174	0.00305176	0.00429688
12.176	0.0012207	0.00415039
12.178	-0.00183105	0.00410156
12.18	0.00427246	0.00407104
12.182	-0.0012207	0.00405884
12.184	-0.00549316	0.00407104
12.186	-0.0012207	0.00405273
12.188	-0.00427246	0.00405273
12.19	0.00244141	0.00404053
12.192	-0.000610352	0.00401001
12.194	-0.0115967	0.00408936
12.196	-0.00549316	0.00410156
12.198	0.000610352	0.00410156
12.2	-0.00427246	0.00411987
12.202	0.000610352	0.00411377
12.204	-0.00305176	0.00411987
12.206	-0.00305176	0.00411987
12.208	0.00244141	0.00413818
12.21	-0.00183105	0.00413208
12.212	-0.000610352	0.00411987
12.214	0.00549316	0.00415039
12.216	0.00671387	0.0041748
12.218	-0.00366211	0.00418091
12.22	-0.00854492	0.00425415
12.222	0.00854492	0.00430908
12.224	0.00671387	0.00435791
12.226	-0.00305176	0.0043396
12.228	-0.00366211	0.0043335
12.23	0	0.00431519
12.232	0.00244141	0.00431519
12.234	0.000610352	0.00423584
12.236	-0.000610352	0.00421753
12.238	-0.000610352	0.00420532
12.24	-0.000610352	0.00418091
12.242	-0.0012207	0.00413818
12.244	-0.00183105	0.00415039
12.246	-0.0012207	0.00412598
12.248	-0.00183105	0.00411377
12.25	-0.00488281	0.00415039
12.252	-0.00488281	0.0041626
12.254	-0.0012207	0.00410767
12.256	0.0128174	0.00418701
12.258	-0.00488281	0.0041626
12.26	-0.00976563	0.00419312
12.262	-0.000610352	0.00407715
12.264	0.00427246	0.00408936
12.266	-0.00305176	0.00408936
12.268	-0.00732422	0.00408936
12.27	-0.000610352	0.00401611
12.272	-0.00488281	0.00395508
12.274	-0.00366211	0.00387573
12.276	-0.000610352	0.0038269
12.278	-0.000610352	0.00379028
12.28	0.000610352	0.00361938
12.282	0	0.00352173
12.284	-0.000610352	0.00344849
12.286	-0.00183105	0.00335083
12.288	-0.00427246	0.00335693
12.29	-0.00244141	0.00328979
12.292	-0.00244141	0.00322266
12.294	-0.00427246	0.00321655
12.296	-0.00305176	0.00322266
12.298	-0.00549316	0.00323486
12.3	-0.00427246	0.00325928
12.302	-0.00976563	0.00330811
12.304	-0.00671387	0.00336914
12.306	0.00366211	0.00337524
12.308	-0.00427246	0.00341187
12.31	-0.0115967	0.00345459
12.312	0.00427246	0.00348511
12.314	0.0012207	0.003479
12.316	0.000610352	0.00346069
12.318	0.00305176	0.00344238
12.32	0.00183105	0.00340576
12.322	0.0012207	0.00339355
12.324	0.000610352	0.00336304
12.326	-0.00183105	0.00332642
12.328	-0.00305176	0.00330811
12.33	0.00244141	0.0032959
12.332	-0.0012207	0.00327148
12.334	-0.000610352	0.00324707
12.336	-0.00183105	0.00322876
12.338	0	0.00319214
12.34	-0.000610352	0.00317993
12.342	0.000610352	0.003125
12.344	0	0.00303955
12.346	-0.000610352	0.00302124
12.348	-0.00183105	0.00303955
12.35	-0.00183105	0.00304565
12.352	-0.000610352	0.00299683
12.354	-0.0012207	0.00298462
12.356	-0.000610352	0.00297241
12.358	0	0.00290527
12.36	0.00732422	0.0029541
12.362	0.00549316	0.00297852
12.364	-0.000610352	0.00297852
12.366	0	0.00296021
12.368	0.00976563	0.00305786
12.37	0.00366211	0.00307617
12.372	-0.010376	0.00314941
12.374	0.00244141	0.00314331
12.376	0.0012207	0.00314331
12.378	-0.00305176	0.00315552
12.38	-0.00976563	0.00321045
12.382	-0.0012207	0.00321045
12.384	0.00427246	0.00319824
12.386	-0.00366211	0.00322266
12.388	-0.0012207	0.00319214
12.39	0.00366211	0.00320435
12.392	0.0012207	0.00321045
12.394	0.00183105	0.00311279
12.396	0.00244141	0.00308228
12.398	0.00244141	0.00310059
12.4	0.0012207	0.00307007
12.402	0.00366211	0.00310059
12.404	0.00305176	0.00310059
12.406	0.00183105	0.00308838
12.408	-0.000610352	0.00307007
12.41	-0.00244141	0.00307617
12.412	0.00244141	0.00309448
12.414	0.0012207	0.00305176
12.416	-0.00244141	0.00300903
12.418	-0.000610352	0.00297852
12.42	0.00366211	0.00292969
12.422	-0.00488281	0.00289307
12.424	-0.00488281	0.00287476
12.426	-0.000610352	0.00285034
12.428	0.0012207	0.00282593
12.43	0.000610352	0.00283203
12.432	0.00183105	0.00282593
12.434	0.00488281	0.00286865
12.436	0.00427246	0.00290527
12.438	-0.00305176	0.00292969
12.44	0.00183105	0.00294189
12.442	0.00488281	0.00297852
12.444	0.0012207	0.00297241
12.446	-0.00244141	0.00298462
12.448	-0.00427246	0.00300903
12.45	-0.00366211	0.00299683
12.452	-0.00366211	0.00298462
12.454	-0.00305176	0.00300293
12.456	0.00305176	0.00290527
12.458	0	0.00285645
12.46	0	0.00275879
12.462	0.000610352	0.00275879
12.464	0.00244141	0.00274048
12.466	0	0.00270996
12.468	0.0012207	0.00264893
12.47	0.000610352	0.00264893
12.472	0.00976563	0.00269775
12.474	0.00854492	0.00274658
12.476	-0.0134277	0.00287476
12.478	-0.00305176	0.00289917
12.48	0.00915527	0.00298462
12.482	-0.000610352	0.00299072
12.484	-0.00366211	0.00302124
12.486	-0.00610352	0.00306396
12.488	-0.00305176	0.00305176
12.49	-0.000610352	0.00303345
12.492	0.000610352	0.00301514
12.494	-0.0012207	0.00298462
12.496	0.000610352	0.00296021
12.498	-0.000610352	0.00291138
12.5	0.00183105	0.00288696
12.502	0.0012207	0.00280151
12.504	-0.00183105	0.00275269
12.506	0.000610352	0.00272217
12.508	0.000610352	0.00268555
12.51	-0.00183105	0.00258789
12.512	-0.00244141	0.00256958
12.514	-0.00183105	0.00257568
12.516	-0.00305176	0.0026001
12.518	-0.00244141	0.00259399
12.52	-0.00305176	0.0026062
12.522	-0.00366211	0.00263062
12.524	-0.00366211	0.00266113
12.526	-0.0012207	0.00265503
12.528	0.000610352	0.00263062
12.53	-0.00244141	0.00263062
12.532	-0.0134277	0.00275269
12.534	0.0170898	0.00291748
12.536	0.0109863	0.00300903
12.538	-0.000610352	0.00301514
12.54	-0.00305176	0.00303955
12.542	0.00244141	0.00305786
12.544	0.00671387	0.003125
12.546	0.0012207	0.0031311
12.548	0	0.00311279
12.55	0.00427246	0.00313721
12.552	-0.0115967	0.00324707
12.554	-0.010376	0.00333862
12.556	-0.00183105	0.00335083
12.558	-0.00427246	0.00339355
12.56	-0.00732422	0.00339355
12.562	-0.00732422	0.00341187
12.564	-0.010376	0.00350952
12.566	-0.00915527	0.00360107
12.568	-0.00732422	0.00357666
12.57	-0.00671387	0.00360718
12.572	-0.00549316	0.00355835
12.574	-0.00427246	0.00357666
12.576	-0.00244141	0.00358887
12.578	-0.0109863	0.00366821
12.58	-0.0158691	0.00372925
12.582	0.0170898	0.00388794
12.584	0.0012207	0.00385742
12.586	-0.00671387	0.00388794
12.588	0.0012207	0.00388794
12.59	0.00854492	0.00393677
12.592	0.00610352	0.0039856
12.594	0.00549316	0.00402222
12.596	0.00671387	0.00406494
12.598	0.00244141	0.00406494
12.6	0.00427246	0.00409546
12.602	0.00244141	0.00408325
12.604	0.0012207	0.00406494
12.606	-0.00305176	0.00407715
12.608	-0.00183105	0.00408936
12.61	0.00244141	0.00408936
12.612	-0.00244141	0.00408936
12.614	-0.00244141	0.00410156
12.616	0	0.00407715
12.618	-0.00183105	0.00408936
12.62	-0.00244141	0.00407715
12.622	0.00305176	0.00405884
12.624	0.00244141	0.00403442
12.626	-0.0012207	0.00404053
12.628	0.00244141	0.00405273
12.63	0.012207	0.0041687
12.632	0.00305176	0.00418091
12.634	-0.00305176	0.0041626
12.636	0.0109863	0.00422974
12.638	0.0115967	0.00431519
12.64	-0.00305176	0.00432739
12.642	-0.00305176	0.00430908
12.644	0.00244141	0.00432129
12.646	-0.0012207	0.00430908
12.648	-0.00488281	0.00431519
12.65	-0.00427246	0.00432129
12.652	-0.00610352	0.0043457
12.654	-0.00427246	0.00435791
12.656	0.0115967	0.00444336
12.658	-0.00976563	0.00454102
12.66	-0.00671387	0.00460815
12.662	0.00183105	0.00462036
12.664	0	0.00459595
12.666	0	0.00459595
12.668	0.000610352	0.00458984
12.67	-0.00671387	0.00465088
12.672	-0.00732422	0.00462646
12.674	0.0012207	0.00455322
12.676	-0.0012207	0.00443115
12.678	-0.0012207	0.00441284
12.68	-0.00244141	0.0043457
12.682	-0.00427246	0.00438232
12.684	-0.00671387	0.00441284
12.686	0.000610352	0.00435791
12.688	0.000610352	0.0043335
12.69	-0.00366211	0.00436401
12.692	0.000610352	0.00436401
12.694	0.00427246	0.00439453
12.696	-0.00854492	0.00447388
12.698	0.00366211	0.00450439
12.7	0.0115967	0.00460205
12.702	-0.00976563	0.0046875
12.704	-0.00244141	0.0046936
12.706	-0.000610352	0.0046936
12.708	-0.000610352	0.0046936
12.71	-0.00854492	0.00476074
12.712	-0.00427246	0.00477905
12.714	-0.00732422	0.00483398
12.716	-0.00793457	0.00488281
12.718	-0.00854492	0.00494385
12.72	-0.00793457	0.00499268
12.722	-0.00915527	0.00504761
12.724	-0.00366211	0.00504761
12.726	-0.00671387	0.00510254
12.728	-0.0189209	0.00528564
12.73	0.00488281	0.00531006
12.732	0.00183105	0.00519409
12.734	-0.0189209	0.0052124
12.736	-0.00610352	0.00516357
12.738	-0.0012207	0.00516968
12.74	-0.00671387	0.0052063
12.742	-0.00732422	0.00525513
12.744	-0.00854492	0.00527344
12.746	-0.00793457	0.00534058
12.748	-0.00854492	0.00542603
12.75	-0.00610352	0.00544434
12.752	-0.00244141	0.00535278
12.754	-0.00610352	0.00531006
12.756	-0.00854492	0.0053772
12.758	-0.00793457	0.00541382
12.76	-0.00244141	0.00536499
12.762	-0.00610352	0.00535278
12.764	-0.00915527	0.00534058
12.766	-0.00976563	0.00534668
12.768	-0.000610352	0.00527954
12.77	0.0012207	0.00522461
12.772	-0.00854492	0.00525513
12.774	-0.00305176	0.00524292
12.776	0.000610352	0.00522461
12.778	0.000610352	0.00512085
12.78	0.0012207	0.00497437
12.782	-0.0012207	0.00481567
12.784	-0.00732422	0.00487671
12.786	-0.00488281	0.0048584
12.788	0.00671387	0.00491333
12.79	-0.00732422	0.00490112
12.792	-0.00244141	0.0048645
12.794	0	0.00480957
12.796	0.00305176	0.00477295
12.798	0.00305176	0.00477905
12.8	0.00427246	0.00477905
12.802	-0.00305176	0.00478516
12.804	-0.0012207	0.00478516
12.806	-0.00183105	0.00477295
12.808	-0.00305176	0.00478516
12.81	-0.00549316	0.00481567
12.812	-0.00427246	0.00483398
12.814	-0.00366211	0.00484619
12.816	-0.00671387	0.00491333
12.818	-0.00427246	0.00493774
12.82	-0.000610352	0.00491943
12.822	-0.00244141	0.00491333
12.824	-0.00244141	0.00491333
12.826	-0.00366211	0.00493774
12.828	-0.00305176	0.00494385
12.83	-0.00244141	0.00484619
12.832	-0.00305176	0.00484619
12.834	0.00305176	0.00484619
12.836	0.00244141	0.00476074
12.838	-0.00915527	0.00473633
12.84	-0.00732422	0.00477905
12.842	-0.000610352	0.00475464
12.844	0.0012207	0.00474243
12.846	-0.00610352	0.00479126
12.848	-0.00671387	0.00480957
12.85	-0.00366211	0.00480347
12.852	-0.00305176	0.00477295
12.854	-0.00305176	0.00476074
12.856	-0.00183105	0.00466309
12.858	-0.00244141	0.00458984
12.86	-0.00305176	0.00455322
12.862	-0.00366211	0.00457153
12.864	-0.00488281	0.00462036
12.866	-0.00549316	0.00467529
12.868	0	0.00466919
12.87	-0.00671387	0.00466919
12.872	-0.00305176	0.00462646
12.874	0	0.00461426
12.876	-0.00244141	0.00462646
12.878	-0.0012207	0.00462646
12.88	0.00183105	0.00462036
12.882	-0.00427246	0.00462036
12.884	0.00549316	0.00460815
12.886	0.00976563	0.00469971
12.888	-0.00915527	0.00478516
12.89	-0.00610352	0.00480957
12.892	0.00244141	0.00482788
12.894	0.0012207	0.00479736
12.896	-0.00305176	0.00474243
12.898	-0.00488281	0.00475464
12.9	-0.00610352	0.00469971
12.902	-0.00366211	0.00463867
12.904	-0.00305176	0.00464478
12.906	-0.00427246	0.0046814
12.908	0.00427246	0.00471802
12.91	0.0012207	0.00464478
12.912	0	0.00460205
12.914	0.00366211	0.00456543
12.916	-0.000610352	0.00449219
12.918	-0.00244141	0.00443115
12.92	0.00427246	0.00439453
12.922	-0.00549316	0.00435791
12.924	0.000610352	0.00432739
12.926	-0.00244141	0.00428467
12.928	-0.00610352	0.00415649
12.93	-0.00305176	0.00413818
12.932	-0.00244141	0.00414429
12.934	-0.0012207	0.00396729
12.936	-0.000610352	0.00391235
12.938	-0.0012207	0.00391235
12.94	-0.00244141	0.00386963
12.942	-0.0012207	0.00380859
12.944	-0.0012207	0.00373535
12.946	-0.00244141	0.00368042
12.948	-0.00549316	0.0036499
12.95	-0.00854492	0.00367432
12.952	-0.00732422	0.00372314
12.954	-0.00488281	0.00371094
12.956	-0.00915527	0.00371704
12.958	-0.00793457	0.00371704
12.96	-0.00610352	0.00375366
12.962	-0.00732422	0.00376587
12.964	-0.0109863	0.00378418
12.966	-0.00183105	0.00370483
12.968	0.00427246	0.00374146
12.97	-0.0012207	0.00374146
12.972	-0.00793457	0.00373535
12.974	-0.00305176	0.00373535
12.976	0.00915527	0.0038208
12.978	0	0.0038147
12.98	-0.00549316	0.00385742
12.982	0.0012207	0.00385742
12.984	0.0012207	0.00379639
12.986	-0.00183105	0.00376587
12.988	-0.00366211	0.00373535
12.99	-0.00244141	0.00368652
12.992	0.00427246	0.00370483
12.994	-0.00854492	0.00379028
12.996	-0.00793457	0.00383911
12.998	-0.000610352	0.0038147
13	-0.00366211	0.00380859
13.002	-0.00671387	0.00384521
13.004	-0.00793457	0.00391235
13.006	-0.00854492	0.00397949
13.008	-0.00244141	0.00397339
13.01	-0.0012207	0.00393066
13.012	-0.0115967	0.00400391
13.014	-0.00610352	0.00402832
13.016	-0.00244141	0.0039856
13.018	-0.00305176	0.00397339
13.02	-0.00671387	0.00403442
13.022	-0.00854492	0.00409546
13.024	-0.00793457	0.00415039
13.026	-0.00244141	0.00413818
13.028	-0.010376	0.00421143
13.03	-0.00793457	0.00426636
13.032	-0.0012207	0.00424805
13.034	-0.0012207	0.00422974
13.036	-0.00732422	0.00427856
13.038	-0.00427246	0.00422974
13.04	-0.00244141	0.00418091
13.042	0.00183105	0.00419312
13.044	-0.00366211	0.00421753
13.046	0	0.00415649
13.048	0.000610352	0.00409546
13.05	-0.00183105	0.00407715
13.052	-0.00854492	0.00413208
13.054	-0.00183105	0.00411987
13.056	0.00488281	0.00415039
13.058	-0.00244141	0.00415039
13.06	-0.00366211	0.00415649
13.062	-0.00366211	0.00415649
13.064	-0.00366211	0.00414429
13.066	0.00488281	0.00413818
13.068	-0.00183105	0.00415649
13.07	-0.00549316	0.00414429
13.072	0.00183105	0.00413208
13.074	0.00976563	0.00422974
13.076	0.00183105	0.00422363
13.078	-0.00915527	0.00430298
13.08	-0.00244141	0.00430908
13.082	0.00549316	0.00432129
13.084	-0.000610352	0.00427246
13.086	-0.00732422	0.00424805
13.088	-0.0128174	0.00428467
13.09	-0.00488281	0.00427246
13.092	-0.00793457	0.00432739
13.094	-0.0134277	0.00444946
13.096	-0.00610352	0.00447998
13.098	-0.00976563	0.00452881
13.1	-0.00366211	0.00450439
13.102	-0.012207	0.00458984
13.104	-0.00427246	0.00460205
13.106	-0.00793457	0.00463867
13.108	-0.00793457	0.00467529
13.11	-0.00671387	0.00473022
13.112	-0.00732422	0.00480347
13.114	-0.00610352	0.00482788
13.116	-0.00976563	0.00491943
13.118	-0.00732422	0.00496826
13.12	-0.00366211	0.00496216
13.122	-0.00610352	0.00496826
13.124	-0.00305176	0.00499268
13.126	-0.00183105	0.00498657
13.128	-0.012207	0.00504761
13.13	-0.00183105	0.0050354
13.132	-0.00610352	0.00507202
13.134	-0.00732422	0.00513306
13.136	-0.00610352	0.00518799
13.138	-0.00976563	0.00527344
13.14	-0.00732422	0.00532227
13.142	-0.00793457	0.0053894
13.144	-0.00793457	0.00545654
13.146	-0.00671387	0.00549927
13.148	-0.00671387	0.00551147
13.15	-0.0012207	0.00543823
13.152	-0.00183105	0.0053833
13.154	-0.00427246	0.0053772
13.156	-0.00366211	0.00532227
13.158	-0.00549316	0.00529785
13.16	-0.00488281	0.00528564
13.162	-0.00549316	0.00526733
13.164	-0.0012207	0.00516968
13.166	-0.00427246	0.00519409
13.168	-0.00610352	0.0052124
13.17	-0.00488281	0.00524902
13.172	-0.00427246	0.0052124
13.174	-0.00305176	0.0052124
13.176	-0.00610352	0.00518188
13.178	0	0.00518188
13.18	0.00671387	0.00519409
13.182	-0.00244141	0.0052063
13.184	-0.0115967	0.00531006
13.186	-0.00549316	0.00534668
13.188	-0.000610352	0.00531616
13.19	-0.00244141	0.00531616
13.192	-0.00549316	0.00532837
13.194	-0.00854492	0.00532837
13.196	-0.00671387	0.00531616
13.198	0.0012207	0.00532227
13.2	0.00366211	0.00532227
13.202	-0.00976563	0.00535278
13.204	-0.00305176	0.00530396
13.206	-0.00488281	0.00526733
13.208	0.00366211	0.00527954
13.21	-0.00427246	0.00531006
13.212	-0.00366211	0.00523071
13.214	-0.0012207	0.00518188
13.216	-0.00976563	0.00525513
13.218	-0.000610352	0.00523071
13.22	-0.00244141	0.00518799
13.222	-0.00366211	0.00513916
13.224	0	0.00505981
13.226	-0.00671387	0.00510254
